timestamp,url,exists,status
2021-03-01T09:37:18+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-03-01T09:37:22+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-03-01T09:37:33+09:00,https://covid19-kagawa.jp/,False,[Errno -5] No address associated with hostname
2021-03-01T09:37:34+09:00,https://covid19-kochi.netlify.app/,False,404
2021-04-01T11:37:14+09:00,https://covid19-akita.netlify.app/,False,404
2021-04-01T11:37:33+09:00,https://stopcovid19-kyoto.netlify.app/,False,404
2021-04-01T11:37:42+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-05-01T09:08:31+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-05-01T09:08:37+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-05-01T09:08:39+09:00,https://stop-covid19-nagano.netlify.app/,False,404
2021-05-01T09:08:46+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1125)"
2021-05-01T09:08:56+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-05-01T09:08:57+09:00,https://covid19-kochi.netlify.app/,False,404
2021-06-19T07:23:18+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-06-19T07:23:22+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-06-19T07:23:38+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-06-19T07:23:47+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-06-19T07:23:48+09:00,https://covid19-kochi.netlify.app/,False,404
2021-07-01T09:34:55+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-07-01T09:34:59+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-07-01T09:35:08+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-07-01T09:35:15+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-07-01T09:35:16+09:00,https://covid19-kochi.netlify.app/,False,404
2021-08-01T10:05:50+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-08-01T10:05:53+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-08-01T10:05:59+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-08-01T10:06:08+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-08-01T10:06:09+09:00,https://covid19-kochi.netlify.app/,False,404
2021-09-01T10:03:06+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-09-01T10:03:12+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-09-01T10:03:17+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-09-01T10:03:25+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-09-01T10:03:26+09:00,https://covid19-kochi.netlify.app/,False,404
2021-10-01T10:04:37+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-10-01T10:04:42+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-10-01T10:04:49+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-10-01T10:04:56+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-10-01T10:04:57+09:00,https://covid19-kochi.netlify.app/,False,404
2021-11-01T10:02:53+09:00,https://yachiyo-covid19.netlify.app/,False,404
2021-11-01T10:02:57+09:00,https://ishikawa-covid19.netlify.app/,False,404
2021-11-01T10:03:04+09:00,https://stopcovid19.pref.shiga.jp/,False,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'stopcovid19.pref.shiga.jp'. (_ssl.c:1131)"
2021-11-01T10:03:06+09:00,https://stopcovid19.code4nara.org/,False,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1131)
2021-11-01T10:03:11+09:00,https://covid19-kagawa.jp/,False,[Errno -2] Name or service not known
2021-11-01T10:03:12+09:00,https://covid19-kochi.netlify.app/,False,404
